,EDA,time
0,0.645786,2021-12-17 16:20:31.500
1,0.647066,2021-12-17 16:20:31.750
2,0.663717,2021-12-17 16:20:32.000
3,0.65347,2021-12-17 16:20:32.250
4,0.6662779999999999,2021-12-17 16:20:32.500
5,0.671401,2021-12-17 16:20:32.750
6,0.66884,2021-12-17 16:20:33.000
7,0.672682,2021-12-17 16:20:33.250
8,0.671401,2021-12-17 16:20:33.500
9,0.667559,2021-12-17 16:20:33.750
10,0.66884,2021-12-17 16:20:34.000
11,0.6662779999999999,2021-12-17 16:20:34.250
12,0.66884,2021-12-17 16:20:34.500
13,0.667559,2021-12-17 16:20:34.750
14,0.667559,2021-12-17 16:20:35.000
15,0.6649970000000001,2021-12-17 16:20:35.250
16,0.663717,2021-12-17 16:20:35.500
17,0.6649970000000001,2021-12-17 16:20:35.750
18,0.663717,2021-12-17 16:20:36.000
19,0.661155,2021-12-17 16:20:36.250
20,0.663717,2021-12-17 16:20:36.500
21,0.6649970000000001,2021-12-17 16:20:36.750
22,0.66884,2021-12-17 16:20:37.000
23,0.670121,2021-12-17 16:20:37.250
24,0.6816479999999999,2021-12-17 16:20:37.500
25,0.673963,2021-12-17 16:20:37.750
26,0.677805,2021-12-17 16:20:38.000
27,0.680367,2021-12-17 16:20:38.250
28,0.691894,2021-12-17 16:20:38.500
29,0.707263,2021-12-17 16:20:38.750
30,0.682928,2021-12-17 16:20:39.000
31,0.680367,2021-12-17 16:20:39.250
32,0.672682,2021-12-17 16:20:39.500
33,0.70086,2021-12-17 16:20:39.750
34,0.712387,2021-12-17 16:20:40.000
35,0.730318,2021-12-17 16:20:40.250
36,0.716229,2021-12-17 16:20:40.500
37,0.698298,2021-12-17 16:20:40.750
38,0.691894,2021-12-17 16:20:41.000
39,0.690613,2021-12-17 16:20:41.250
40,0.707263,2021-12-17 16:20:41.500
41,0.730318,2021-12-17 16:20:41.750
42,0.73416,2021-12-17 16:20:42.000
43,0.741845,2021-12-17 16:20:42.250
44,0.739283,2021-12-17 16:20:42.500
45,0.740564,2021-12-17 16:20:42.750
46,0.736722,2021-12-17 16:20:43.000
47,0.73416,2021-12-17 16:20:43.250
48,0.738002,2021-12-17 16:20:43.500
49,0.739283,2021-12-17 16:20:43.750
50,0.725195,2021-12-17 16:20:44.000
51,0.725195,2021-12-17 16:20:44.250
52,0.726475,2021-12-17 16:20:44.500
53,0.735441,2021-12-17 16:20:44.750
54,0.735441,2021-12-17 16:20:45.000
55,0.7290369999999999,2021-12-17 16:20:45.250
56,0.705983,2021-12-17 16:20:45.500
57,0.708544,2021-12-17 16:20:45.750
58,0.712387,2021-12-17 16:20:46.000
59,0.708544,2021-12-17 16:20:46.250
60,0.707263,2021-12-17 16:20:46.500
61,0.708544,2021-12-17 16:20:46.750
62,0.712387,2021-12-17 16:20:47.000
63,0.699579,2021-12-17 16:20:47.250
64,0.705983,2021-12-17 16:20:47.500
65,0.7149479999999999,2021-12-17 16:20:47.750
66,0.7149479999999999,2021-12-17 16:20:48.000
67,0.726475,2021-12-17 16:20:48.250
68,0.71751,2021-12-17 16:20:48.500
69,0.709825,2021-12-17 16:20:48.750
70,0.7149479999999999,2021-12-17 16:20:49.000
71,0.7149479999999999,2021-12-17 16:20:49.250
72,0.7277560000000001,2021-12-17 16:20:49.500
73,0.736722,2021-12-17 16:20:49.750
74,0.761057,2021-12-17 16:20:50.000
75,0.763618,2021-12-17 16:20:50.250
76,0.732879,2021-12-17 16:20:50.500
77,0.73416,2021-12-17 16:20:50.750
78,0.73416,2021-12-17 16:20:51.000
79,0.730318,2021-12-17 16:20:51.250
80,0.730318,2021-12-17 16:20:51.500
81,0.7290369999999999,2021-12-17 16:20:51.750
82,0.736722,2021-12-17 16:20:52.000
83,0.73416,2021-12-17 16:20:52.250
84,0.735441,2021-12-17 16:20:52.500
85,0.739283,2021-12-17 16:20:52.750
86,0.740564,2021-12-17 16:20:53.000
87,0.740564,2021-12-17 16:20:53.250
88,0.744406,2021-12-17 16:20:53.500
89,0.74953,2021-12-17 16:20:53.750
90,0.745687,2021-12-17 16:20:54.000
91,0.745687,2021-12-17 16:20:54.250
92,0.744406,2021-12-17 16:20:54.500
93,0.7431260000000001,2021-12-17 16:20:54.750
94,0.739283,2021-12-17 16:20:55.000
95,0.740564,2021-12-17 16:20:55.250
96,0.741845,2021-12-17 16:20:55.500
97,0.741845,2021-12-17 16:20:55.750
98,0.739283,2021-12-17 16:20:56.000
99,0.7431260000000001,2021-12-17 16:20:56.250
100,0.741845,2021-12-17 16:20:56.500
101,0.740564,2021-12-17 16:20:56.750
102,0.740564,2021-12-17 16:20:57.000
103,0.740564,2021-12-17 16:20:57.250
104,0.741845,2021-12-17 16:20:57.500
105,0.741845,2021-12-17 16:20:57.750
106,0.740564,2021-12-17 16:20:58.000
107,0.740564,2021-12-17 16:20:58.250
108,0.741845,2021-12-17 16:20:58.500
109,0.740564,2021-12-17 16:20:58.750
110,0.740564,2021-12-17 16:20:59.000
111,0.738002,2021-12-17 16:20:59.250
112,0.739283,2021-12-17 16:20:59.500
113,0.736722,2021-12-17 16:20:59.750
114,0.735441,2021-12-17 16:21:00.000
115,0.735441,2021-12-17 16:21:00.250
116,0.74953,2021-12-17 16:21:00.500
117,0.744406,2021-12-17 16:21:00.750
118,0.752091,2021-12-17 16:21:01.000
119,0.754653,2021-12-17 16:21:01.250
120,0.761057,2021-12-17 16:21:01.500
121,0.763618,2021-12-17 16:21:01.750
122,0.768741,2021-12-17 16:21:02.000
123,0.770022,2021-12-17 16:21:02.250
124,0.76618,2021-12-17 16:21:02.500
125,0.763618,2021-12-17 16:21:02.750
126,0.759776,2021-12-17 16:21:03.000
127,0.757214,2021-12-17 16:21:03.250
128,0.7508100000000001,2021-12-17 16:21:03.500
129,0.74953,2021-12-17 16:21:03.750
130,0.7482489999999999,2021-12-17 16:21:04.000
131,0.7431260000000001,2021-12-17 16:21:04.250
132,0.740564,2021-12-17 16:21:04.500
133,0.741845,2021-12-17 16:21:04.750
134,0.73416,2021-12-17 16:21:05.000
135,0.73416,2021-12-17 16:21:05.250
136,0.732879,2021-12-17 16:21:05.500
137,0.739283,2021-12-17 16:21:05.750
138,0.739283,2021-12-17 16:21:06.000
139,0.739283,2021-12-17 16:21:06.250
140,0.7239140000000001,2021-12-17 16:21:06.500
141,0.713667,2021-12-17 16:21:06.750
142,0.705983,2021-12-17 16:21:07.000
143,0.70086,2021-12-17 16:21:07.250
144,0.70214,2021-12-17 16:21:07.500
145,0.703421,2021-12-17 16:21:07.750
146,0.697017,2021-12-17 16:21:08.000
147,0.695736,2021-12-17 16:21:08.250
148,0.697017,2021-12-17 16:21:08.500
149,0.704702,2021-12-17 16:21:08.750
150,0.711106,2021-12-17 16:21:09.000
151,0.713667,2021-12-17 16:21:09.250
152,0.725195,2021-12-17 16:21:09.500
153,0.7239140000000001,2021-12-17 16:21:09.750
154,0.735441,2021-12-17 16:21:10.000
155,0.712387,2021-12-17 16:21:10.250
156,0.725195,2021-12-17 16:21:10.500
157,0.738002,2021-12-17 16:21:10.750
158,0.7508100000000001,2021-12-17 16:21:11.000
159,0.752091,2021-12-17 16:21:11.250
160,0.7482489999999999,2021-12-17 16:21:11.500
161,0.741845,2021-12-17 16:21:11.750
162,0.739283,2021-12-17 16:21:12.000
163,0.731599,2021-12-17 16:21:12.250
164,0.7290369999999999,2021-12-17 16:21:12.500
165,0.7277560000000001,2021-12-17 16:21:12.750
166,0.730318,2021-12-17 16:21:13.000
