Path,Cohort,Trial,Round,Phase,Role,participant_ID,parent/puzzler,team_ID,E4_nr,upset,hostile,alert,ashamed,inspired,nervous,determined,attentive,afraid,active,frustrated,difficulty,BVP_duration,BVP_n,HR_duration,HR_n,EDA_duration,EDA_n,TEMP_duration,TEMP_n
dataset_orig/D1_1/ID_2/round_4/phase2,D1_1,ID_2,round_4,phase2,parent,8.0,0.0,2.0,A03804,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,0 days 00:05:25.375000,20825,0 days 00:05:25,326,0 days 00:05:25.250000,1302,0 days 00:05:25.250000,1302
dataset_orig/D1_1/ID_2/round_4/phase3,D1_1,ID_2,round_4,phase3,parent,8.0,0.0,2.0,A03804,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,0 days 00:05:06.125000,19593,0 days 00:05:05,306,0 days 00:05:05.750000,1224,0 days 00:05:05.750000,1224
dataset_orig/D1_1/ID_1/round_1/phase1,D1_1,ID_1,round_1,phase1,puzzler,7.0,1.0,2.0,A0388C,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,,0 days 00:07:27.234375,28624,0 days 00:07:27,448,0 days 00:07:27,1789,0 days 00:07:27,1789
dataset_orig/D1_1/ID_1/round_1/phase2,D1_1,ID_1,round_1,phase2,puzzler,7.0,1.0,2.0,A0388C,1.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,5.0,0 days 00:06:31.875000,25081,0 days 00:06:31,392,0 days 00:06:31.500000,1567,0 days 00:06:31.500000,1567
dataset_orig/D1_1/ID_1/round_1/phase3,D1_1,ID_1,round_1,phase3,puzzler,7.0,1.0,2.0,A0388C,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,,0 days 00:06:10.156250,23691,0 days 00:06:09,370,0 days 00:06:09.750000,1480,0 days 00:06:09.750000,1480
dataset_orig/D1_1/ID_1/round_2/phase1,D1_1,ID_1,round_2,phase1,puzzler,7.0,1.0,2.0,A0388C,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,4.0,,0 days 00:05:05.687500,19565,0 days 00:05:05,306,0 days 00:05:05.500000,1223,0 days 00:05:05.500000,1223
dataset_orig/D1_1/ID_1/round_2/phase2,D1_1,ID_1,round_2,phase2,puzzler,7.0,1.0,2.0,A0388C,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,0 days 00:05:18.140625,20362,0 days 00:05:17,318,0 days 00:05:18,1273,0 days 00:05:18,1273
dataset_orig/D1_1/ID_1/round_2/phase3,D1_1,ID_1,round_2,phase3,puzzler,7.0,1.0,2.0,A0388C,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,,0 days 00:05:35.046875,21444,0 days 00:05:34,335,0 days 00:05:34.750000,1340,0 days 00:05:34.750000,1340
dataset_orig/D1_1/ID_1/round_3/phase1,D1_1,ID_1,round_3,phase1,puzzler,7.0,1.0,2.0,A0388C,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,,0 days 00:04:56.968750,19007,0 days 00:04:56,297,0 days 00:04:56.750000,1188,0 days 00:04:56.750000,1188
dataset_orig/D1_1/ID_1/round_3/phase2,D1_1,ID_1,round_3,phase2,puzzler,7.0,1.0,2.0,A0388C,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,4.0,7.0,0 days 00:05:14.421875,20124,0 days 00:05:14,315,0 days 00:05:14.250000,1258,0 days 00:05:14.250000,1258
dataset_orig/D1_1/ID_1/round_3/phase3,D1_1,ID_1,round_3,phase3,puzzler,7.0,1.0,2.0,A0388C,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,,0 days 00:05:01.156250,19275,0 days 00:05:00,301,0 days 00:05:00.750000,1204,0 days 00:05:00.750000,1204
dataset_orig/D1_1/ID_1/round_4/phase1,D1_1,ID_1,round_4,phase1,puzzler,7.0,1.0,2.0,A0388C,1.0,1.0,1.0,1.0,2.0,1.0,,,,,3.0,,0 days 00:05:25.796875,20852,0 days 00:05:25,326,0 days 00:05:25.500000,1303,0 days 00:05:25.500000,1303
dataset_orig/D1_1/ID_1/round_4/phase2,D1_1,ID_1,round_4,phase2,puzzler,7.0,1.0,2.0,A0388C,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,6.0,0 days 00:05:30.062500,21125,0 days 00:05:29,330,0 days 00:05:29.750000,1320,0 days 00:05:29.750000,1320
dataset_orig/D1_1/ID_1/round_4/phase3,D1_1,ID_1,round_4,phase3,puzzler,7.0,1.0,2.0,A0388C,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,,0 days 00:05:04.015625,19458,0 days 00:05:03,304,0 days 00:05:03.750000,1216,0 days 00:05:03.750000,1216
dataset_orig/D1_2/ID_3/round_1/phase1,D1_2,ID_3,round_1,phase1,parent,14.0,0.0,3.0,A02B10,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,0.0,,0 days 00:05:01.703125,19310,0 days 00:05:00,301,0 days 00:05:01.500000,1207,0 days 00:05:01.500000,1207
dataset_orig/D1_2/ID_3/round_1/phase2,D1_2,ID_3,round_1,phase2,parent,14.0,0.0,3.0,A02B10,2.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,2.0,5.0,4.0,5.0,0 days 00:05:19.156250,20427,0 days 00:05:18,319,0 days 00:05:19,1277,0 days 00:05:19,1277
dataset_orig/D1_2/ID_3/round_1/phase3,D1_2,ID_3,round_1,phase3,parent,14.0,0.0,3.0,A02B10,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,,0 days 00:05:00.140625,19210,0 days 00:04:59,300,0 days 00:05:00,1201,0 days 00:05:00,1201
dataset_orig/D1_2/ID_3/round_2/phase1,D1_2,ID_3,round_2,phase1,parent,14.0,0.0,3.0,A02B10,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,,0 days 00:05:01.875000,19321,0 days 00:05:00,301,0 days 00:05:01.500000,1207,0 days 00:05:01.500000,1207
dataset_orig/D1_2/ID_3/round_2/phase2,D1_2,ID_3,round_2,phase2,parent,14.0,0.0,3.0,A02B10,2.0,2.0,3.0,2.0,1.0,3.0,4.0,5.0,2.0,5.0,2.0,6.0,0 days 00:05:03.515625,19426,0 days 00:05:03,304,0 days 00:05:03.250000,1214,0 days 00:05:03.250000,1214
dataset_orig/D1_2/ID_3/round_2/phase3,D1_2,ID_3,round_2,phase3,parent,14.0,0.0,3.0,A02B10,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,,0 days 00:04:58.812500,19125,0 days 00:04:58,299,0 days 00:04:58.750000,1196,0 days 00:04:58.750000,1196
dataset_orig/D1_2/ID_3/round_3/phase1,D1_2,ID_3,round_3,phase1,parent,14.0,0.0,3.0,A02B10,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,,0 days 00:05:02.843750,19383,0 days 00:05:02,303,0 days 00:05:02.750000,1212,0 days 00:05:02.750000,1212
dataset_orig/D1_2/ID_3/round_3/phase2,D1_2,ID_3,round_3,phase2,parent,14.0,0.0,3.0,A02B10,2.0,1.0,4.0,2.0,2.0,3.0,5.0,5.0,2.0,5.0,3.0,6.0,0 days 00:05:10.296875,19860,0 days 00:05:10,311,0 days 00:05:10,1241,0 days 00:05:10,1241
dataset_orig/D1_2/ID_3/round_3/phase3,D1_2,ID_3,round_3,phase3,parent,14.0,0.0,3.0,A02B10,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,,0 days 00:05:01.187500,19277,0 days 00:05:00,301,0 days 00:05:01,1205,0 days 00:05:01,1205
dataset_orig/D1_2/ID_3/round_4/phase1,D1_2,ID_3,round_4,phase1,parent,14.0,0.0,3.0,A02B10,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,,0 days 00:05:00.906250,19259,0 days 00:05:00,301,0 days 00:05:00.750000,1204,0 days 00:05:00.750000,1204
dataset_orig/D1_2/ID_3/round_4/phase2,D1_2,ID_3,round_4,phase2,parent,14.0,0.0,3.0,A02B10,1.0,1.0,4.0,2.0,1.0,2.0,5.0,5.0,2.0,5.0,3.0,6.0,0 days 00:05:03.375000,19417,0 days 00:05:02,303,0 days 00:05:03.250000,1214,0 days 00:05:03.250000,1214
dataset_orig/D1_2/ID_3/round_4/phase3,D1_2,ID_3,round_4,phase3,parent,14.0,0.0,3.0,A02B10,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,0 days 00:05:06.640625,19626,0 days 00:05:05,306,0 days 00:05:06.500000,1227,0 days 00:05:06.500000,1227
dataset_orig/D1_2/ID_4/round_1/phase1,D1_2,ID_4,round_1,phase1,puzzler,13.0,1.0,3.0,A02FBE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0 days 00:05:03.109375,19400,0 days 00:05:03,304,0 days 00:05:03,1213,0 days 00:05:03,1213
dataset_orig/D1_2/ID_4/round_1/phase2,D1_2,ID_4,round_1,phase2,puzzler,13.0,1.0,3.0,A02FBE,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,0 days 00:05:17.484375,20320,0 days 00:05:16,317,0 days 00:05:17.250000,1270,0 days 00:05:17.250000,1270
dataset_orig/D1_2/ID_4/round_1/phase3,D1_2,ID_4,round_1,phase3,puzzler,13.0,1.0,3.0,A02FBE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0 days 00:05:00.812500,19253,0 days 00:04:59,300,0 days 00:05:00.500000,1203,0 days 00:05:00.500000,1203
dataset_orig/D1_2/ID_4/round_2/phase1,D1_2,ID_4,round_2,phase1,puzzler,13.0,1.0,3.0,A02FBE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0 days 00:05:02.890625,19386,0 days 00:05:02,303,0 days 00:05:02.750000,1212,0 days 00:05:02.750000,1212
dataset_orig/D1_2/ID_4/round_2/phase2,D1_2,ID_4,round_2,phase2,puzzler,13.0,1.0,3.0,A02FBE,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,4.0,0 days 00:05:02.656250,19371,0 days 00:05:02,303,0 days 00:05:02.500000,1211,0 days 00:05:02.500000,1211
dataset_orig/D1_2/ID_4/round_2/phase3,D1_2,ID_4,round_2,phase3,puzzler,13.0,1.0,3.0,A02FBE,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,0 days 00:05:01.546875,19300,0 days 00:05:01,302,0 days 00:05:01.500000,1207,0 days 00:05:01.500000,1207
dataset_orig/D1_2/ID_4/round_3/phase1,D1_2,ID_4,round_3,phase1,puzzler,13.0,1.0,3.0,A02FBE,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,0 days 00:05:02.406250,19355,0 days 00:05:01,302,0 days 00:05:02,1209,0 days 00:05:02,1209
dataset_orig/D1_2/ID_4/round_3/phase2,D1_2,ID_4,round_3,phase2,puzzler,13.0,1.0,3.0,A02FBE,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,7.0,0 days 00:05:10.421875,19868,0 days 00:05:09,310,0 days 00:05:10.250000,1242,0 days 00:05:10.250000,1242
dataset_orig/D1_2/ID_4/round_3/phase3,D1_2,ID_4,round_3,phase3,puzzler,13.0,1.0,3.0,A02FBE,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,0 days 00:05:01.375000,19289,0 days 00:05:01,302,0 days 00:05:01,1205,0 days 00:05:01,1205
dataset_orig/D1_2/ID_4/round_4/phase1,D1_2,ID_4,round_4,phase1,puzzler,13.0,1.0,3.0,A02FBE,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0 days 00:05:01.406250,19291,0 days 00:05:01,302,0 days 00:05:01.250000,1206,0 days 00:05:01.250000,1206
dataset_orig/D1_2/ID_4/round_4/phase2,D1_2,ID_4,round_4,phase2,puzzler,13.0,1.0,3.0,A02FBE,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,8.0,0 days 00:05:03.796875,19444,0 days 00:05:03,304,0 days 00:05:03.500000,1215,0 days 00:05:03.500000,1215
dataset_orig/D1_2/ID_4/round_4/phase3,D1_2,ID_4,round_4,phase3,puzzler,13.0,1.0,3.0,A02FBE,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,0 days 00:05:04.343750,19479,0 days 00:05:03,304,0 days 00:05:04,1217,0 days 00:05:04,1217
dataset_orig/D1_2/ID_5/round_1/phase1,D1_2,ID_5,round_1,phase1,puzzler,9.0,1.0,1.0,A02857,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,,0 days 00:05:03.515625,19426,0 days 00:05:03,304,0 days 00:05:03.500000,1215,0 days 00:05:03.500000,1215
dataset_orig/D1_2/ID_5/round_1/phase2,D1_2,ID_5,round_1,phase2,puzzler,9.0,1.0,1.0,A02857,2.0,1.0,3.0,1.0,2.0,2.0,3.0,4.0,1.0,3.0,1.0,5.0,0 days 00:06:32.796875,25140,0 days 00:06:32,393,0 days 00:06:32.500000,1571,0 days 00:06:32.500000,1571
dataset_orig/D1_2/ID_5/round_1/phase3,D1_2,ID_5,round_1,phase3,puzzler,9.0,1.0,1.0,A02857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,0 days 00:04:39.406250,17883,0 days 00:04:39,280,0 days 00:04:39.250000,1118,0 days 00:04:39.250000,1118
dataset_orig/D1_2/ID_5/round_2/phase1,D1_2,ID_5,round_2,phase1,puzzler,9.0,1.0,1.0,A02857,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,0 days 00:05:00.906250,19259,0 days 00:05:00,301,0 days 00:05:00.750000,1204,0 days 00:05:00.750000,1204
dataset_orig/D1_2/ID_5/round_2/phase2,D1_2,ID_5,round_2,phase2,puzzler,9.0,1.0,1.0,A02857,2.0,1.0,3.0,2.0,1.0,2.0,4.0,4.0,1.0,4.0,5.0,5.0,0 days 00:05:03.921875,19452,0 days 00:05:03,304,0 days 00:05:03.750000,1216,0 days 00:05:03.750000,1216
dataset_orig/D1_2/ID_5/round_2/phase3,D1_2,ID_5,round_2,phase3,puzzler,9.0,1.0,1.0,A02857,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,0 days 00:05:02.171875,19340,0 days 00:05:02,303,0 days 00:05:02,1209,0 days 00:05:02,1209
dataset_orig/D1_2/ID_5/round_3/phase1,D1_2,ID_5,round_3,phase1,puzzler,9.0,1.0,1.0,A02857,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,,0 days 00:05:03.546875,19428,0 days 00:05:02,303,0 days 00:05:03.250000,1214,0 days 00:05:03.250000,1214
dataset_orig/D1_2/ID_5/round_3/phase2,D1_2,ID_5,round_3,phase2,puzzler,9.0,1.0,1.0,A02857,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,4.0,6.0,0 days 00:05:22.296875,20628,0 days 00:05:21,322,0 days 00:05:22,1289,0 days 00:05:22,1289
dataset_orig/D1_2/ID_5/round_3/phase3,D1_2,ID_5,round_3,phase3,puzzler,9.0,1.0,1.0,A02857,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,0 days 00:05:08.734375,19760,0 days 00:05:08,309,0 days 00:05:08.500000,1235,0 days 00:05:08.500000,1235
dataset_orig/D1_2/ID_5/round_4/phase1,D1_2,ID_5,round_4,phase1,puzzler,9.0,1.0,1.0,A02857,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,0 days 00:05:01.218750,19279,0 days 00:05:01,302,0 days 00:05:01,1205,0 days 00:05:01,1205
dataset_orig/D1_2/ID_5/round_4/phase2,D1_2,ID_5,round_4,phase2,puzzler,9.0,1.0,1.0,A02857,3.0,2.0,4.0,1.0,2.0,1.0,4.0,4.0,1.0,4.0,8.0,8.0,0 days 00:05:03.734375,19440,0 days 00:05:02,303,0 days 00:05:03.500000,1215,0 days 00:05:03.500000,1215
dataset_orig/D1_2/ID_5/round_4/phase3,D1_2,ID_5,round_4,phase3,puzzler,9.0,1.0,1.0,A02857,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,,0 days 00:05:05.859375,19576,0 days 00:05:05,306,0 days 00:05:05.750000,1224,0 days 00:05:05.750000,1224
dataset_orig/D1_2/ID_6/round_1/phase1,D1_2,ID_6,round_1,phase1,puzzler,11.0,1.0,2.0,A02FC2,1.0,1.0,2.0,1.0,3.0,2.0,4.0,4.0,1.0,3.0,0.0,,0 days 00:05:03.312500,19413,0 days 00:05:03,304,0 days 00:05:03.250000,1214,0 days 00:05:03.250000,1214
dataset_orig/D1_2/ID_6/round_1/phase2,D1_2,ID_6,round_1,phase2,puzzler,11.0,1.0,2.0,A02FC2,2.0,1.0,2.0,1.0,3.0,2.0,4.0,4.0,1.0,4.0,2.0,5.0,0 days 00:05:00.437500,19229,0 days 00:04:59,300,0 days 00:05:00.250000,1202,0 days 00:05:00.250000,1202
dataset_orig/D1_2/ID_6/round_1/phase3,D1_2,ID_6,round_1,phase3,puzzler,11.0,1.0,2.0,A02FC2,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,,0 days 00:05:01.562500,19301,0 days 00:05:01,302,0 days 00:05:01.250000,1206,0 days 00:05:01.250000,1206
dataset_orig/D1_2/ID_6/round_2/phase1,D1_2,ID_6,round_2,phase1,puzzler,11.0,1.0,2.0,A02FC2,1.0,1.0,2.0,1.0,3.0,2.0,3.0,4.0,1.0,2.0,1.0,,0 days 00:05:01.843750,19319,0 days 00:04:56,297,0 days 00:05:01.750000,1208,0 days 00:05:01.750000,1208
dataset_orig/D1_2/ID_6/round_2/phase2,D1_2,ID_6,round_2,phase2,puzzler,11.0,1.0,2.0,A02FC2,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,6.0,7.0,0 days 00:05:02.093750,19335,0 days 00:05:01,302,0 days 00:05:01.750000,1208,0 days 00:05:01.750000,1208
dataset_orig/D1_2/ID_6/round_2/phase3,D1_2,ID_6,round_2,phase3,puzzler,11.0,1.0,2.0,A02FC2,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,0 days 00:05:01.734375,19312,0 days 00:05:00,301,0 days 00:05:01.500000,1207,0 days 00:05:01.500000,1207
dataset_orig/D1_2/ID_6/round_3/phase1,D1_2,ID_6,round_3,phase1,puzzler,11.0,1.0,2.0,A02FC2,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,,0 days 00:05:02.843750,19383,0 days 00:05:02,303,0 days 00:05:02.750000,1212,0 days 00:05:02.750000,1212
dataset_orig/D1_2/ID_6/round_3/phase2,D1_2,ID_6,round_3,phase2,puzzler,11.0,1.0,2.0,A02FC2,2.0,1.0,3.0,1.0,4.0,2.0,4.0,4.0,1.0,4.0,5.0,5.0,0 days 00:05:10.296875,19860,0 days 00:05:10,311,0 days 00:05:10,1241,0 days 00:05:10,1241
dataset_orig/D1_2/ID_6/round_3/phase3,D1_2,ID_6,round_3,phase3,puzzler,11.0,1.0,2.0,A02FC2,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,0 days 00:05:01.187500,19277,0 days 00:05:00,301,0 days 00:05:01,1205,0 days 00:05:01,1205
dataset_orig/D1_2/ID_6/round_4/phase1,D1_2,ID_6,round_4,phase1,puzzler,11.0,1.0,2.0,A02FC2,1.0,1.0,2.0,1.0,4.0,2.0,5.0,3.0,1.0,2.0,2.0,,0 days 00:05:01.843750,19319,0 days 00:05:01,302,0 days 00:05:01.500000,1207,0 days 00:05:01.500000,1207
dataset_orig/D1_2/ID_6/round_4/phase2,D1_2,ID_6,round_4,phase2,puzzler,11.0,1.0,2.0,A02FC2,4.0,2.0,3.0,2.0,1.0,2.0,3.0,4.0,1.0,5.0,8.0,9.0,0 days 00:05:03.875000,19449,0 days 00:05:03,304,0 days 00:05:03.750000,1216,0 days 00:05:03.750000,1216
dataset_orig/D1_2/ID_6/round_4/phase3,D1_2,ID_6,round_4,phase3,puzzler,11.0,1.0,2.0,A02FC2,2.0,2.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,,0 days 00:05:05.843750,19575,0 days 00:05:05,306,0 days 00:05:05.750000,1224,0 days 00:05:05.750000,1224
dataset_orig/D1_2/ID_2/round_1/phase1,D1_2,ID_2,round_1,phase1,parent,12.0,0.0,2.0,A02FD7,1.0,1.0,2.0,4.0,1.0,3.0,2.0,4.0,1.0,2.0,0.0,,0 days 00:05:03.562500,19429,0 days 00:05:03,304,0 days 00:05:03.500000,1215,0 days 00:05:03.500000,1215
dataset_orig/D1_2/ID_2/round_1/phase2,D1_2,ID_2,round_1,phase2,parent,12.0,0.0,2.0,A02FD7,1.0,1.0,4.0,1.0,2.0,1.0,5.0,5.0,1.0,4.0,4.0,7.0,0 days 00:05:03.734375,19440,0 days 00:05:03,304,0 days 00:05:03.500000,1215,0 days 00:05:03.500000,1215
dataset_orig/D1_2/ID_2/round_1/phase3,D1_2,ID_2,round_1,phase3,parent,12.0,0.0,2.0,A02FD7,1.0,1.0,2.0,1.0,3.0,1.0,4.0,3.0,1.0,2.0,1.0,,0 days 00:05:01.906250,19323,0 days 00:05:01,302,0 days 00:05:01.750000,1208,0 days 00:05:01.750000,1208
dataset_orig/D1_2/ID_2/round_2/phase1,D1_2,ID_2,round_2,phase1,parent,12.0,0.0,2.0,A02FD7,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,0.0,,0 days 00:05:06.796875,19636,0 days 00:05:06,307,0 days 00:05:06.500000,1227,0 days 00:05:06.500000,1227
dataset_orig/D1_2/ID_2/round_2/phase2,D1_2,ID_2,round_2,phase2,parent,12.0,0.0,2.0,A02FD7,2.0,1.0,3.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,6.0,8.0,0 days 00:05:05.312500,19541,0 days 00:05:05,306,0 days 00:05:05,1221,0 days 00:05:05,1221
dataset_orig/D1_2/ID_2/round_2/phase3,D1_2,ID_2,round_2,phase3,parent,12.0,0.0,2.0,A02FD7,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,,0 days 00:05:01.796875,19316,0 days 00:05:00,301,0 days 00:05:01.500000,1207,0 days 00:05:01.500000,1207
dataset_orig/D1_2/ID_2/round_3/phase1,D1_2,ID_2,round_3,phase1,parent,12.0,0.0,2.0,A02FD7,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,,0 days 00:05:04.234375,19472,0 days 00:05:03,304,0 days 00:05:04,1217,0 days 00:05:04,1217
dataset_orig/D1_2/ID_2/round_3/phase2,D1_2,ID_2,round_3,phase2,parent,12.0,0.0,2.0,A02FD7,3.0,1.0,4.0,1.0,2.0,1.0,4.0,5.0,1.0,4.0,4.0,6.0,0 days 00:05:12.843750,20023,0 days 00:05:12,313,0 days 00:05:12.750000,1252,0 days 00:05:12.750000,1252
dataset_orig/D1_2/ID_2/round_3/phase3,D1_2,ID_2,round_3,phase3,parent,12.0,0.0,2.0,A02FD7,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,0.0,,0 days 00:05:02.625000,19369,0 days 00:05:02,303,0 days 00:05:02.500000,1211,0 days 00:05:02.500000,1211
dataset_orig/D1_2/ID_2/round_4/phase1,D1_2,ID_2,round_4,phase1,parent,12.0,0.0,2.0,A02FD7,1.0,1.0,2.0,1.0,3.0,1.0,4.0,4.0,1.0,2.0,0.0,,0 days 00:05:02.375000,19353,0 days 00:05:01,302,0 days 00:05:02.250000,1210,0 days 00:05:02.250000,1210
dataset_orig/D1_2/ID_2/round_4/phase2,D1_2,ID_2,round_4,phase2,parent,12.0,0.0,2.0,A02FD7,3.0,2.0,3.0,1.0,2.0,1.0,3.0,5.0,1.0,3.0,8.0,8.0,0 days 00:05:03.484375,19424,0 days 00:05:02,303,0 days 00:05:03.250000,1214,0 days 00:05:03.250000,1214
dataset_orig/D1_2/ID_2/round_4/phase3,D1_2,ID_2,round_4,phase3,parent,12.0,0.0,2.0,A02FD7,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,4.0,,0 days 00:05:05.437500,19549,0 days 00:05:05,306,0 days 00:05:05.250000,1222,0 days 00:05:05.250000,1222
dataset_orig/D1_2/ID_1/round_1/phase1,D1_2,ID_1,round_1,phase1,parent,10.0,0.0,1.0,A03469,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,0.0,,0 days 00:05:02.984375,19392,0 days 00:05:02,303,0 days 00:05:02.750000,1212,0 days 00:05:02.750000,1212
dataset_orig/D1_2/ID_1/round_1/phase2,D1_2,ID_1,round_1,phase2,parent,10.0,0.0,1.0,A03469,1.0,1.0,4.0,1.0,3.0,1.0,4.0,3.0,1.0,4.0,1.0,4.0,0 days 00:06:32.671875,25132,0 days 00:06:32,393,0 days 00:06:32.500000,1571,0 days 00:06:32.500000,1571
dataset_orig/D1_2/ID_1/round_1/phase3,D1_2,ID_1,round_1,phase3,parent,10.0,0.0,1.0,A03469,1.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,0.0,,0 days 00:04:58.875000,19129,0 days 00:04:58,299,0 days 00:04:58.750000,1196,0 days 00:04:58.750000,1196
dataset_orig/D1_2/ID_1/round_2/phase1,D1_2,ID_1,round_2,phase1,parent,10.0,0.0,1.0,A03469,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,,0 days 00:04:57.125000,19017,0 days 00:04:56,297,0 days 00:04:56.750000,1188,0 days 00:04:56.750000,1188
dataset_orig/D1_2/ID_1/round_2/phase2,D1_2,ID_1,round_2,phase2,parent,10.0,0.0,1.0,A03469,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,6.0,0 days 00:05:02.828125,19382,0 days 00:05:02,303,0 days 00:05:02.500000,1211,0 days 00:05:02.500000,1211
dataset_orig/D1_2/ID_1/round_2/phase3,D1_2,ID_1,round_2,phase3,parent,10.0,0.0,1.0,A03469,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,0.0,,0 days 00:05:01.796875,19316,0 days 00:05:01,302,0 days 00:05:01.500000,1207,0 days 00:05:01.500000,1207
dataset_orig/D1_2/ID_1/round_3/phase1,D1_2,ID_1,round_3,phase1,parent,10.0,0.0,1.0,A03469,1.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,0.0,,0 days 00:05:03.046875,19396,0 days 00:05:02,303,0 days 00:05:03,1213,0 days 00:05:03,1213
dataset_orig/D1_2/ID_1/round_3/phase2,D1_2,ID_1,round_3,phase2,parent,10.0,0.0,1.0,A03469,1.0,1.0,4.0,1.0,3.0,1.0,4.0,4.0,1.0,4.0,1.0,5.0,0 days 00:05:11.343750,19927,0 days 00:05:10,311,0 days 00:05:11.250000,1246,0 days 00:05:11.250000,1246
