Path,Cohort,Trial,Round,Phase,Role,participant_ID,parent/puzzler,team_ID,E4_nr,upset,hostile,alert,ashamed,inspired,nervous,determined,attentive,afraid,active,frustrated,difficulty,BVP_duration,BVP_n,HR_duration,HR_n,EDA_duration,EDA_n,TEMP_duration,TEMP_n
dataset_orig/D1_3/D1_3_2/ID_1/round_1/phase3,D1_3/D1_3_2,ID_1,round_1,phase3,puzzler,19.0,0.0,10.0,A03469,1.0,1.0,3.0,1.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,,0 days 00:05:06.703125,19630,0 days 00:05:06,307,0 days 00:05:06.500000,1227,0 days 00:05:06.500000,1227
dataset_orig/D1_3/D1_3_2/ID_1/round_2/phase1,D1_3/D1_3_2,ID_1,round_2,phase1,puzzler,19.0,0.0,10.0,A03469,1.0,1.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,,0 days 00:05:02.687500,19373,0 days 00:05:02,303,0 days 00:05:02.250000,1210,0 days 00:05:02.250000,1210
dataset_orig/D1_3/D1_3_2/ID_1/round_2/phase2,D1_3/D1_3_2,ID_1,round_2,phase2,puzzler,19.0,0.0,10.0,A03469,3.0,1.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,2.0,0 days 00:05:20.093750,20487,0 days 00:05:19,320,0 days 00:05:19.750000,1280,0 days 00:05:19.750000,1280
dataset_orig/D1_3/D1_3_2/ID_1/round_2/phase3,D1_3/D1_3_2,ID_1,round_2,phase3,puzzler,19.0,0.0,10.0,A03469,1.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,,0 days 00:05:01.625000,19305,0 days 00:05:00,301,0 days 00:05:01.250000,1206,0 days 00:05:01.250000,1206
dataset_orig/D1_3/D1_3_2/ID_1/round_3/phase1,D1_3/D1_3_2,ID_1,round_3,phase1,puzzler,19.0,0.0,10.0,A03469,1.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,,0 days 00:04:20.093750,16647,0 days 00:04:20,261,0 days 00:04:20,1041,0 days 00:04:20,1041
dataset_orig/D1_3/D1_3_2/ID_1/round_3/phase2,D1_3/D1_3_2,ID_1,round_3,phase2,puzzler,19.0,0.0,10.0,A03469,2.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,0 days 00:05:14.046875,20100,0 days 00:05:13,314,0 days 00:05:13.750000,1256,0 days 00:05:13.750000,1256
dataset_orig/D1_3/D1_3_2/ID_1/round_3/phase3,D1_3/D1_3_2,ID_1,round_3,phase3,puzzler,19.0,0.0,10.0,A03469,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,,0 days 00:04:54.593750,18855,0 days 00:04:53,294,0 days 00:04:54.250000,1178,0 days 00:04:54.250000,1178
dataset_orig/D1_3/D1_3_2/ID_1/round_4/phase1,D1_3/D1_3_2,ID_1,round_4,phase1,puzzler,19.0,0.0,10.0,A03469,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,,0 days 00:05:05.265625,19538,0 days 00:05:05,306,0 days 00:05:05,1221,0 days 00:05:05,1221
dataset_orig/D1_3/D1_3_2/ID_1/round_4/phase2,D1_3/D1_3_2,ID_1,round_4,phase2,puzzler,19.0,0.0,10.0,A03469,1.0,1.0,2.0,1.0,3.0,2.0,3.0,4.0,1.0,3.0,0.0,2.0,0 days 00:05:14.953125,20158,0 days 00:05:14,315,0 days 00:05:14.750000,1260,0 days 00:05:14.750000,1260
dataset_orig/D1_3/D1_3_2/ID_1/round_4/phase3,D1_3/D1_3_2,ID_1,round_4,phase3,puzzler,19.0,0.0,10.0,A03469,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,0 days 00:05:08.296875,19732,0 days 00:05:07,308,0 days 00:05:08,1233,0 days 00:05:08,1233
dataset_orig/D1_3/D1_3_3/ID_2/round_1/phase1,D1_3/D1_3_3,ID_2,round_1,phase1,puzzler,23.0,0.0,12.0,A0306B,1.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,1.0,3.0,0.0,,0 days 00:04:07.125000,15817,0 days 00:04:07,248,0 days 00:04:07,989,0 days 00:04:07,989
dataset_orig/D1_3/D1_3_3/ID_2/round_1/phase2,D1_3/D1_3_3,ID_2,round_1,phase2,puzzler,23.0,0.0,12.0,A0306B,2.0,1.0,3.0,1.0,3.0,1.0,4.0,4.0,1.0,4.0,3.0,4.0,0 days 00:05:15.765625,20210,0 days 00:05:15,316,0 days 00:05:15.500000,1263,0 days 00:05:15.500000,1263
dataset_orig/D1_3/D1_3_3/ID_2/round_1/phase3,D1_3/D1_3_3,ID_2,round_1,phase3,puzzler,23.0,0.0,12.0,A0306B,1.0,1.0,3.0,1.0,3.0,1.0,4.0,3.0,1.0,3.0,2.0,,0 days 00:04:45.484375,18272,0 days 00:04:45,286,0 days 00:04:45.250000,1142,0 days 00:04:45.250000,1142
dataset_orig/D1_3/D1_3_3/ID_2/round_2/phase1,D1_3/D1_3_3,ID_2,round_2,phase1,puzzler,23.0,0.0,12.0,A0306B,1.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,,0 days 00:04:57.843750,19063,0 days 00:04:56,297,0 days 00:04:57.500000,1191,0 days 00:04:57.500000,1191
dataset_orig/D1_3/D1_3_3/ID_2/round_2/phase2,D1_3/D1_3_3,ID_2,round_2,phase2,puzzler,23.0,0.0,12.0,A0306B,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,5.0,0 days 00:05:11.375000,19929,0 days 00:05:11,312,0 days 00:05:11.250000,1246,0 days 00:05:11.250000,1246
dataset_orig/D1_3/D1_3_3/ID_2/round_2/phase3,D1_3/D1_3_3,ID_2,round_2,phase3,puzzler,23.0,0.0,12.0,A0306B,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,6.0,,0 days 00:05:07.312500,19669,0 days 00:05:06,307,0 days 00:05:07,1229,0 days 00:05:07,1229
dataset_orig/D1_3/D1_3_3/ID_2/round_3/phase1,D1_3/D1_3_3,ID_2,round_3,phase1,puzzler,23.0,0.0,12.0,A0306B,2.0,1.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,2.0,,0 days 00:03:43.437500,14301,0 days 00:03:43,224,0 days 00:03:43.250000,894,0 days 00:03:43.250000,894
dataset_orig/D1_3/D1_3_3/ID_2/round_3/phase2,D1_3/D1_3_3,ID_2,round_3,phase2,puzzler,23.0,0.0,12.0,A0306B,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,6.0,6.0,0 days 00:05:10.187500,19853,0 days 00:05:09,310,0 days 00:05:10,1241,0 days 00:05:10,1241
dataset_orig/D1_3/D1_3_3/ID_2/round_3/phase3,D1_3/D1_3_3,ID_2,round_3,phase3,puzzler,23.0,0.0,12.0,A0306B,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,,0 days 00:05:11.765625,19954,0 days 00:05:10,311,0 days 00:05:11.500000,1247,0 days 00:05:11.500000,1247
dataset_orig/D1_3/D1_3_3/ID_2/round_4/phase1,D1_3/D1_3_3,ID_2,round_4,phase1,puzzler,23.0,0.0,12.0,A0306B,2.0,1.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,2.0,,0 days 00:05:05.593750,19559,0 days 00:05:05,306,0 days 00:05:05.250000,1222,0 days 00:05:05.250000,1222
dataset_orig/D1_3/D1_3_3/ID_2/round_4/phase2,D1_3/D1_3_3,ID_2,round_4,phase2,puzzler,23.0,0.0,12.0,A0306B,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,5.0,0 days 00:05:20.984375,20544,0 days 00:05:20,321,0 days 00:05:20.750000,1284,0 days 00:05:20.750000,1284
dataset_orig/D1_3/D1_3_3/ID_2/round_4/phase3,D1_3/D1_3_3,ID_2,round_4,phase3,puzzler,23.0,0.0,12.0,A0306B,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,7.0,,0 days 00:05:11.734375,19952,0 days 00:05:11,312,0 days 00:05:11.500000,1247,0 days 00:05:11.500000,1247
dataset_orig/D1_3/D1_3_3/ID_1/round_1/phase1,D1_3/D1_3_3,ID_1,round_1,phase1,parent,24.0,1.0,12.0,A03701,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,,0 days 00:04:07.703125,15854,0 days 00:04:06,247,0 days 00:04:07.500000,991,0 days 00:04:07.500000,991
dataset_orig/D1_3/D1_3_3/ID_1/round_1/phase2,D1_3/D1_3_3,ID_1,round_1,phase2,parent,24.0,1.0,12.0,A03701,1.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,2.0,7.0,0 days 00:05:17.296875,20308,0 days 00:05:17,318,0 days 00:05:17,1269,0 days 00:05:17,1269
dataset_orig/D1_3/D1_3_3/ID_1/round_1/phase3,D1_3/D1_3_3,ID_1,round_1,phase3,parent,24.0,1.0,12.0,A03701,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,0 days 00:04:43.484375,18144,0 days 00:04:42,283,0 days 00:04:43.250000,1134,0 days 00:04:43.250000,1134
dataset_orig/D1_3/D1_3_3/ID_1/round_2/phase1,D1_3/D1_3_3,ID_1,round_2,phase1,parent,24.0,1.0,12.0,A03701,1.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,5.0,,0 days 00:04:58.093750,19079,0 days 00:04:57,298,0 days 00:04:58,1193,0 days 00:04:58,1193
dataset_orig/D1_3/D1_3_3/ID_1/round_2/phase2,D1_3/D1_3_3,ID_1,round_2,phase2,parent,24.0,1.0,12.0,A03701,2.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,3.0,7.0,8.0,0 days 00:05:11.625000,19945,0 days 00:05:11,312,0 days 00:05:11.500000,1247,0 days 00:05:11.500000,1247
dataset_orig/D1_3/D1_3_3/ID_1/round_2/phase3,D1_3/D1_3_3,ID_1,round_2,phase3,parent,24.0,1.0,12.0,A03701,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,,0 days 00:05:07.390625,19674,0 days 00:05:07,308,0 days 00:05:07.250000,1230,0 days 00:05:07.250000,1230
dataset_orig/D1_3/D1_3_3/ID_1/round_3/phase1,D1_3/D1_3_3,ID_1,round_3,phase1,parent,24.0,1.0,12.0,A03701,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,0 days 00:03:46.125000,14473,0 days 00:03:46,227,0 days 00:03:46,905,0 days 00:03:46,905
dataset_orig/D1_3/D1_3_3/ID_1/round_3/phase2,D1_3/D1_3_3,ID_1,round_3,phase2,parent,24.0,1.0,12.0,A03701,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,8.0,8.0,0 days 00:05:10.921875,19900,0 days 00:05:10,311,0 days 00:05:10.750000,1244,0 days 00:05:10.750000,1244
dataset_orig/D1_3/D1_3_3/ID_1/round_3/phase3,D1_3/D1_3_3,ID_1,round_3,phase3,parent,24.0,1.0,12.0,A03701,3.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,6.0,,0 days 00:05:12.140625,19978,0 days 00:05:12,313,0 days 00:05:12,1249,0 days 00:05:12,1249
dataset_orig/D1_3/D1_3_3/ID_1/round_4/phase1,D1_3/D1_3_3,ID_1,round_4,phase1,parent,24.0,1.0,12.0,A03701,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,0 days 00:05:05.218750,19535,0 days 00:05:05,306,0 days 00:05:05,1221,0 days 00:05:05,1221
dataset_orig/D1_3/D1_3_3/ID_1/round_4/phase2,D1_3/D1_3_3,ID_1,round_4,phase2,parent,24.0,1.0,12.0,A03701,1.0,1.0,3.0,1.0,3.0,1.0,4.0,3.0,1.0,4.0,2.0,8.0,0 days 00:05:19.859375,20472,0 days 00:05:19,320,0 days 00:05:19.750000,1280,0 days 00:05:19.750000,1280
dataset_orig/D1_3/D1_3_3/ID_1/round_4/phase3,D1_3/D1_3_3,ID_1,round_4,phase3,parent,24.0,1.0,12.0,A03701,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,0 days 00:05:11.093750,19911,0 days 00:05:10,311,0 days 00:05:10.750000,1244,0 days 00:05:10.750000,1244
dataset_orig/D1_3/D1_3_4/ID_2/round_1/phase1,D1_3/D1_3_4,ID_2,round_1,phase1,puzzler,25.0,0.0,13.0,A03857,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,,0 days 00:05:10.312500,19861,0 days 00:05:09,310,0 days 00:05:10.250000,1242,0 days 00:05:10.250000,1242
dataset_orig/D1_3/D1_3_4/ID_2/round_1/phase2,D1_3/D1_3_4,ID_2,round_1,phase2,puzzler,25.0,0.0,13.0,A03857,1.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,0 days 00:05:32.562500,21285,0 days 00:05:32,333,0 days 00:05:32.250000,1330,0 days 00:05:32.250000,1330
dataset_orig/D1_3/D1_3_4/ID_2/round_1/phase3,D1_3/D1_3_4,ID_2,round_1,phase3,puzzler,25.0,0.0,13.0,A03857,1.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,,0 days 00:05:12.234375,19984,0 days 00:05:12,313,0 days 00:05:12,1249,0 days 00:05:12,1249
dataset_orig/D1_3/D1_3_4/ID_2/round_2/phase1,D1_3/D1_3_4,ID_2,round_2,phase1,puzzler,25.0,0.0,13.0,A03857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,,0 days 00:05:26.546875,20900,0 days 00:05:26,327,0 days 00:05:26.250000,1306,0 days 00:05:26.250000,1306
dataset_orig/D1_3/D1_3_4/ID_2/round_2/phase2,D1_3/D1_3_4,ID_2,round_2,phase2,puzzler,25.0,0.0,13.0,A03857,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,0 days 00:05:06.984375,19648,0 days 00:05:06,307,0 days 00:05:06.750000,1228,0 days 00:05:06.750000,1228
dataset_orig/D1_3/D1_3_4/ID_2/round_2/phase3,D1_3/D1_3_4,ID_2,round_2,phase3,puzzler,25.0,0.0,13.0,A03857,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,,0 days 00:05:06.875000,19641,0 days 00:05:06,307,0 days 00:05:06.500000,1227,0 days 00:05:06.500000,1227
dataset_orig/D1_3/D1_3_4/ID_2/round_3/phase1,D1_3/D1_3_4,ID_2,round_3,phase1,puzzler,25.0,0.0,13.0,A03857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,0 days 00:05:03.328125,19414,0 days 00:05:03,304,0 days 00:05:03.250000,1214,0 days 00:05:03.250000,1214
dataset_orig/D1_3/D1_3_4/ID_2/round_3/phase2,D1_3/D1_3_4,ID_2,round_3,phase2,puzzler,25.0,0.0,13.0,A03857,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,0 days 00:05:05.171875,19532,0 days 00:05:05,306,0 days 00:05:05,1221,0 days 00:05:05,1221
dataset_orig/D1_3/D1_3_4/ID_2/round_3/phase3,D1_3/D1_3_4,ID_2,round_3,phase3,puzzler,25.0,0.0,13.0,A03857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,0 days 00:05:07.265625,19666,0 days 00:05:06,307,0 days 00:05:07,1229,0 days 00:05:07,1229
dataset_orig/D1_3/D1_3_4/ID_2/round_4/phase1,D1_3/D1_3_4,ID_2,round_4,phase1,puzzler,25.0,0.0,13.0,A03857,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,,0 days 00:05:05.984375,19584,0 days 00:05:05,306,0 days 00:05:05.750000,1224,0 days 00:05:05.750000,1224
dataset_orig/D1_3/D1_3_4/ID_2/round_4/phase2,D1_3/D1_3_4,ID_2,round_4,phase2,puzzler,25.0,0.0,13.0,A03857,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,0 days 00:05:08.562500,19749,0 days 00:05:07,308,0 days 00:05:08.250000,1234,0 days 00:05:08.250000,1234
dataset_orig/D1_3/D1_3_4/ID_2/round_4/phase3,D1_3/D1_3_4,ID_2,round_4,phase3,puzzler,25.0,0.0,13.0,A03857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,0 days 00:05:02.703125,19374,0 days 00:05:02,303,0 days 00:05:02.500000,1211,0 days 00:05:02.500000,1211
dataset_orig/D1_3/D1_3_4/ID_1/round_1/phase1,D1_3/D1_3_4,ID_1,round_1,phase1,parent,26.0,1.0,13.0,A03469,1.0,1.0,2.0,1.0,2.0,3.0,4.0,4.0,1.0,2.0,0.0,,0 days 00:05:09.593750,19815,0 days 00:05:08,309,0 days 00:05:09.500000,1239,0 days 00:05:09.500000,1239
dataset_orig/D1_3/D1_3_4/ID_1/round_1/phase2,D1_3/D1_3_4,ID_1,round_1,phase2,parent,26.0,1.0,13.0,A03469,1.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,3.0,1.0,6.0,0 days 00:05:29.265625,21074,0 days 00:05:28,329,0 days 00:05:29,1317,0 days 00:05:29,1317
dataset_orig/D1_3/D1_3_4/ID_1/round_1/phase3,D1_3/D1_3_4,ID_1,round_1,phase3,parent,26.0,1.0,13.0,A03469,1.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,3.0,1.0,,0 days 00:05:12.875000,20025,0 days 00:05:12,313,0 days 00:05:12.500000,1251,0 days 00:05:12.500000,1251
dataset_orig/D1_3/D1_3_4/ID_1/round_2/phase1,D1_3/D1_3_4,ID_1,round_2,phase1,parent,26.0,1.0,13.0,A03469,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,0.0,,0 days 00:05:25.906250,20859,0 days 00:05:25,326,0 days 00:05:25.750000,1304,0 days 00:05:25.750000,1304
dataset_orig/D1_3/D1_3_4/ID_1/round_2/phase2,D1_3/D1_3_4,ID_1,round_2,phase2,parent,26.0,1.0,13.0,A03469,3.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,1.0,3.0,3.0,7.0,0 days 00:05:06.687500,19629,0 days 00:05:06,307,0 days 00:05:06.500000,1227,0 days 00:05:06.500000,1227
dataset_orig/D1_3/D1_3_4/ID_1/round_2/phase3,D1_3/D1_3_4,ID_1,round_2,phase3,parent,26.0,1.0,13.0,A03469,3.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,1.0,3.0,3.0,,0 days 00:05:07.515625,19682,0 days 00:05:07,308,0 days 00:05:07.250000,1230,0 days 00:05:07.250000,1230
dataset_orig/D1_3/D1_3_4/ID_1/round_3/phase1,D1_3/D1_3_4,ID_1,round_3,phase1,parent,26.0,1.0,13.0,A03469,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,0.0,,0 days 00:05:03.125000,19401,0 days 00:05:02,303,0 days 00:05:02.750000,1212,0 days 00:05:02.750000,1212
dataset_orig/D1_3/D1_3_4/ID_1/round_3/phase2,D1_3/D1_3_4,ID_1,round_3,phase2,parent,26.0,1.0,13.0,A03469,1.0,2.0,4.0,1.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0,5.0,0 days 00:05:08.531250,19747,0 days 00:05:07,308,0 days 00:05:08.250000,1234,0 days 00:05:08.250000,1234
dataset_orig/D1_3/D1_3_4/ID_1/round_3/phase3,D1_3/D1_3_4,ID_1,round_3,phase3,parent,26.0,1.0,13.0,A03469,1.0,1.0,2.0,1.0,4.0,1.0,4.0,3.0,1.0,2.0,0.0,,0 days 00:05:07.875000,19705,0 days 00:05:07,308,0 days 00:05:07.500000,1231,0 days 00:05:07.500000,1231
dataset_orig/D1_3/D1_3_4/ID_1/round_4/phase1,D1_3/D1_3_4,ID_1,round_4,phase1,parent,26.0,1.0,13.0,A03469,1.0,1.0,1.0,1.0,2.0,2.0,5.0,3.0,1.0,2.0,0.0,,0 days 00:05:06.015625,19586,0 days 00:05:05,306,0 days 00:05:05.750000,1224,0 days 00:05:05.750000,1224
dataset_orig/D1_3/D1_3_4/ID_1/round_4/phase2,D1_3/D1_3_4,ID_1,round_4,phase2,parent,26.0,1.0,13.0,A03469,2.0,3.0,4.0,1.0,2.0,2.0,4.0,4.0,1.0,4.0,4.0,6.0,0 days 00:05:09.984375,19840,0 days 00:05:09,310,0 days 00:05:09.750000,1240,0 days 00:05:09.750000,1240
dataset_orig/D1_3/D1_3_4/ID_1/round_4/phase3,D1_3/D1_3_4,ID_1,round_4,phase3,parent,26.0,1.0,13.0,A03469,1.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,0.0,,0 days 00:05:02.906250,19387,0 days 00:05:02,303,0 days 00:05:02.750000,1212,0 days 00:05:02.750000,1212
